ObjektNr;Objektname;Baustelle;BaustPLZ;BaustOrt;BaustKanton;BaustBezirk;ReferenzNr;Kurzbeschreibung;Baustadium;BaustadiumDatum;BaustadiumAlt;BaustadiumDatumAlt;Baukosten;Baubeginn;Bauende;AnzWhg;Hauptkategorie;KatCode01;KatText01;KatCode02;KatText02;KatCode03;KatText03;KatCode04;KatText04;KatCode05;KatText05;KatCode06;KatText06;KatCode07;KatText07;KatCode08;KatText08;KatCode09;KatText09;KatCode10;KatText10
3280773;Umbau und Sanierung Mehrfamilienhaus;Steigstrasse 13;9444;Diepoldsau;SG;Rheintal;Parz. 596;Umbau und Sanierung Mehrfamilienhaus, Abbruch Gewerbeanbau;Baubewilligung erteilt;12.04.2024;Baugesuch eingereicht;04.03.2024;0.60 Mio CHF;;;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;
3281200;Neubau Mehrfamilienhaus und Tiefgarage;Brauereistrasse 38;8730;Uznach;SG;See-Gaster;Parz. 948;Neubau Mehrfamilienhaus mit Tiefgarage und Kinderspielplatz;Baubewilligung erteilt;23.10.2024;Baugesuch eingereicht;06.03.2024;3.00-3.50 Mio CHF;;;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3051780;Neubau Mehrfamilienhaus mit Gewerbe und Tiefgarage;Oberdorf 10;8718;Schänis;SG;See-Gaster;Parz. 409;Neubau Mehrfamilienhaus mit Gewerbe und Tiefgarage (Projektanpassung);Baubewilligung erteilt;01.07.2022;Baugesuch eingereicht;20.11.2020;3.60 Mio CHF;Apr 24;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;380;Betriebs- und Gewerbebauten;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3087905;Neubau Mehrfamilienhaus mit Tiefgarage;Steinrieselnstrasse 4;9100;Herisau;AR;Hinterland;Gst. 452;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;19.01.2022;Baugesuch eingereicht;03.06.2021;4.50 Mio CHF;Jul 22;Nov 23;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3092125;Neubau Mehrfamilienhaus mit Tiefgarage;Kellershalden 1;9445;Rebstein;SG;Rheintal;Parz. 983;Neubau Mehrfamilienhaus mit Tiefgarage und Spielfläche;Baubewilligung erteilt;18.09.2024;Baugesuch eingereicht;22.06.2021;3.00-4.00 Mio CHF;Frühling 2025;Mai 26;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3092235;Neubau Wohn- und Gewerbehaus mit Tiefgarage;Tellstrasse 4, 4a;9533;Kirchberg SG;SG;Toggenburg;Parz. 987;Neubau Wohn- und Gewerbehaus mit Tiefgarage und Aussenparkplätzen (Unternehmer bestimmt/Wünschen keine Offertanfragen);Baubewilligung erteilt;03.04.2024;Baugesuch eingereicht;22.06.2021;3.00-4.00 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;380;Betriebs- und Gewerbebauten;1311;Parkplätze;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;
3093897;Neubau Mehrfamilienhaus;Unter Bendlehn 48;9042;Speicher;AR;Mittelland;Gst. 1227;Neubau Mehrfamilienhaus mit Tiefgarage (Unternehmer bestimmt, wünscht keine Bewerbungen);Baubewilligung erteilt;09.04.2024;Baugesuch eingereicht;01.07.2021;3.50 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3101380;Neubau Mehrfamilienhaus mit Tiefgarage;Underheiligchrüz;8887;Mels;SG;Sarganserland;Parz. 1717;Neubau Mehrfamilienhaus mit Tiefgarage und Kinderspielplatz (neue Publiatkion);Baubewilligung erteilt;13.07.2023;Baugesuch eingereicht;31.05.2022;3.50-4.00 Mio CHF;August 2024 (Abbruch);Frühling 2026;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;
3103964;Umbau Mehrfamilienhaus;Oberdorfstrasse 2;9243;Jonschwil;SG;Wil;Parz. 695;Umbau Mehrfamilienhaus;Baubewilligung erteilt;05.11.2021;Baugesuch eingereicht;23.08.2021;1.00 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;;;;;;;;;;;;;;
3120864;Neubau Mehrfamilienhaus mit Tiefgarage;Buttel;9479;Oberschan;SG;Werdenberg;Parz. 2201;Neubau Mehrfamilienhaus mit Tiefgarage und Kinderspielplatz;Baubewilligung erteilt;12.11.2024;Baugesuch eingereicht;06.12.2021;3.50 Mio CHF;Frühling/Sommer 2025;Herbst/Winter 2026;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3168942;Neubau Mehrfamilienhaus mit Tiefgarage;Benknerstrasse 9;8722;Kaltbrunn;SG;See-Gaster;Parz. 729;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;21.02.2023;Baugesuch eingereicht;10.08.2022;4.80 Mio CHF;Jul 23;ca. Herbst 2024;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3175353;Neubau drei Mehrfamilienhäuser mit Tiefgarage;Bahnhofstrasse 4a-c, Rickenstrasse 5;8722;Kaltbrunn;SG;See-Gaster;Parz. 735, 52;Neubau drei Mehrfamilienhäuser mit Tiefgarage;Baubewilligung erteilt;01.02.2024;Baugesuch eingereicht;13.09.2022;4.00-5.00 Mio CHF;März 2024 (Abbruch);;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3176690;Neubau Mehrfamilienhaus mit Tiefgarage;Bischofszellerstrasse 322;9200;Gossau SG;SG;St. Gallen;Parz. 1082;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;13.07.2023;Baugesuch eingereicht;20.09.2022;2.20 Mio CHF;Jan 24;Dez 24;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;640;Bürobauten mit erhöhten Anforderungen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3193795;Neubau Mehrfamilienhaus mit Tiefgarage;Sonnhaldenstrasse 4 / 4a;9552;Bronschhofen;SG;Wil;Parz. 1770;Neubau Mehrfamilienhaus mit Tiefgarage und kleiner Kinderspielplatz;Baubewilligung erteilt;14.03.2023;Baugesuch eingereicht;23.12.2022;8.15 Mio CHF;Mär 24;Nov 25;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3194718;Neubau Mehrfamilienhaus mit Einstellhalle;Neudorf 21;9466;Sennwald;SG;Werdenberg;Parz. 994;Neubau Mehrfamilienhaus mit Einstellhalle;Baubewilligung erteilt;27.04.2023;Baugesuch eingereicht;03.01.2023;4.00-5.00 Mio CHF;Nov 23;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;;;;;;;;;;;;;;;;
3203829;Erweiterung/Aufstockung Mehrfamilienhaus;Dorfstrasse 46;8717;Benken SG;SG;See-Gaster;Parz. 658;Erweiterung/Aufstockung Mehrfamilienhaus;Baubewilligung erteilt;07.08.2024;Baugesuch eingereicht;20.02.2023;2.00 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3203912;Neubau Wohn- und Gewerbegebäude mit Tiefgarage und Parkplätze;Nelkenstrasse 15;9500;Wil SG;SG;Wil;Parz. 2452;Neubau Wohn- und Gewerbegebäude mit Tiefgarage und Parkplätze;Baubewilligung erteilt;12.06.2023;Baugesuch eingereicht;20.02.2023;5.00-6.00 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;380;Betriebs- und Gewerbebauten;1311;Parkplätze;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;
3206687;Neubau Mehrfamilienhaus mit Tiefgarage;Hinterdorfstrasse 2, 4;9524;Zuzwil SG;SG;Wil;Parz. 133, 134;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;09.01.2024;Baugesuch eingereicht;03.03.2023;3.70 Mio CHF;Jul 24;ca. Sommer/Herbst 2025;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3206917;Neubau 4 Doppeleinfamilienhäuser mit Tiefgarage;Büntenstrasse;7323;Wangs;SG;Sarganserland;Parz. 103;Neubau 4 Doppeleinfamilienhäuser mit Tiefgarage;Baubewilligung erteilt;05.12.2023;Baugesuch eingereicht;06.03.2023;4.00-5.00 Mio CHF;März 2024 (Abbruch);Frühling/Sommer 2025;8;Wohnen (ab 3 Wohneinheiten);112;Doppel-Einfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3211734;Neubau Wohn- und Geschäftshaus (Tüchi 2), Erweiterung Tiefgarage;Neue Jonastrasse 41;8640;Rapperswil SG;SG;See-Gaster;Gst. 386;Neubau Wohn- und Geschäftshaus (Tüchi 2), Erweiterung Tiefgarage;Baubewilligung erteilt;26.10.2023;Baugesuch eingereicht;29.03.2023;4.00-5.00 Mio CHF;Anfang November 2023;Okt 25;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;380;Betriebs- und Gewerbebauten;640;Bürobauten mit erhöhten Anforderungen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;
3213222;Neubau Mehrfamilienhaus mit Tiefgarage;Rinkenbach 23;9050;Appenzell;AI;Appenzell I.Rh.;Parz. 363;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;26.03.2024;Baugesuch eingereicht;05.04.2023;4.00 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3217070;Neubau Wohn- und Geschäftshaus mit Tiefgarage;Säntisstrasse 22;9200;Gossau SG;SG;St. Gallen;Parz. 397,399;Neubau Wohn- und Geschäftshaus mit Tiefgarage;Baubewilligung erteilt;23.02.2024;Baugesuch eingereicht;26.04.2023;2.50 Mio CHF;Mai 24;ca. Ende Jahr 2025;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;810;Arztpraxen und Ärztehäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3222697;Umbau und Erweiterung Mehrfamilienhaus;St. Gallerstrasse 8;9402;Mörschwil;SG;Rorschach;Gst. 70;Umbau und Erweiterung Mehrfamilienhaus;Baubewilligung erteilt;18.03.2024;Baugesuch eingereicht;25.05.2023;2.00 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;
3238771;Neubau Mehrfamilienhaus mit Tiefgarage;Lindenpark 5;9032;Engelburg;SG;St. Gallen;Parz. 2586;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;31.01.2024;Baugesuch eingereicht;08.08.2023;2.80 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3241445;Neubau Mehrfamilienhaus mit Tiefgarage;Nelkenweg 4;9451;Kriessern;SG;Rheintal;Parz. 4672;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;01.02.2024;Baugesuch eingereicht;21.08.2023;4.30 Mio CHF;Feb 24;Mai 25;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3248983;Neubau Mehrfamilienhaus/Altes Pfarrhaus mit Tiefgarage;Neuenalpstrasse 3;9050;Appenzell Eggerstanden;AI;Appenzell I.Rh.;Parz. 884;Neubau Mehrfamilienhaus/Altes Pfarrhaus mit Tiefgarage;Baubewilligung erteilt;23.04.2024;Baugesuch eingereicht;27.09.2023;4.10 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3250693;Neubau Mehrfamilienhaus und Carport;Bahnhofstrasse 57;9242;Oberuzwil;SG;Wil;Parz. 12;Neubau Mehrfamilienhaus und Carport und Kinderspielplatz;Baubewilligung erteilt;22.07.2024;Baugesuch eingereicht;05.10.2023;1.90 Mio CHF;August 2024 (Abbruch);Herbst 2025;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1314;Carports und Abstellplätze;;;;;;;;;;;;;;
3251521;Neubau Mehrfamilienhaus;Hauptstrasse 75;8716;Schmerikon;SG;See-Gaster;Parz. 524;Neubau Mehrfamilienhaus;Baubewilligung erteilt;13.02.2024;Baugesuch eingereicht;09.10.2023;4.00 Mio CHF;Ende Jahr 2024;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3255311;Neubau Mehrfamilienhaus mit Doppeleinfamilienhaus;Anriststrasse 3, 5;9423;Altenrhein;SG;Rorschach;Gst. 440;Neubau Mehrfamilienhaus mit Doppeleinfamilienhaus;Baubewilligung erteilt;07.03.2024;Baugesuch eingereicht;27.10.2023;2.00 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;112;Doppel-Einfamilienhäuser;;;;;;;;;;;;;;;;
3273655;Neubau Mehrfamilienhaus mit Einstellhalle;Gstaldenstrasse 13;9442;Berneck;SG;Rheintal;Gst. 390, 391;Neubau Mehrfamilienhaus mit Einstellhalle;Baubewilligung erteilt;29.07.2024;Baugesuch eingereicht;01.02.2024;4.00-5.00 Mio CHF;Aug 24;Feb 26;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1310;Parkhäuser und Einstellhallen;;;;;;;;;;;;;;
3277754;Umbau und Sanierung Mehrfamilienhaus;Löwenstrasse 16;9400;Rorschach;SG;Rorschach;Parz. 768;Umbau und Sanierung Mehrfamilienhaus ( Etappenbau);Baubewilligung erteilt;13.05.2024;Baugesuch eingereicht;20.02.2024;0.67 Mio CHF;Jun 24;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;
3282763;Energetische Sanierung bei Mehrfamilienhaus;Obergasse 17;8716;Schmerikon;SG;See-Gaster;Parz. 437;Energetische Sanierung bei Mehrfamilienhaus (Unternehmer bestimmt/wünschen keine Offertanfragen);Baubewilligung erteilt;14.06.2024;Baugesuch eingereicht;12.03.2024;0.20 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;
3310916;Neubau von zwei Einfamilien-Reihenhäuser;Bartlishaldenstrasse 7, 7a, 7b, 7c, 9, 9a, 9b,;9434;Au SG;SG;Rheintal;Parz. 1115;Neubau von zwei Einfamilien-Reihenhäuser mit je vier Wohneinheiten.;Baubewilligung erteilt;29.10.2024;Baugesuch eingereicht;10.07.2024;2.50 Mio CHF;;;8;Wohnen (ab 3 Wohneinheiten);140;Reihenhäuser;;;;;;;;;;;;;;;;;;
2864029;Neubau Wohn- und Bürogebäude mit Tiefgarage;Underdorf;8887;Mels;SG;Sarganserland;Parz. 4197;Neubau Wohn- und Bürogebäude mit Tiefgarage;Baubewilligung erteilt;22.05.2023;Baugesuch eingereicht;07.08.2017;4.50 Mio CHF;;;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;210;Kinderhorte und Kindergärten;640;Bürobauten mit erhöhten Anforderungen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;
3027291;Neubau eines Mehrfamilienhauses mit Tiefgarage;Weirden 5;9062;Lustmühle;AR;Mittelland;Gst. 1306;Neubau eines Mehrfamilienhauses mit Tiefgarage;Baubewilligung erteilt;30.09.2024;Baugesuch eingereicht;25.06.2020;4.20 Mio CHF;August 2024 / im Bau;;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3180793;Neubau Mehrfamilienhaus und Einstellhalle;Sonnenbüel;8733;Eschenbach SG;SG;See-Gaster;Parz. 199;Neubau Mehrfamilienhaus mit Einstellhalle und Kinderspielplatz;Baubewilligung erteilt;06.06.2024;Baugesuch eingereicht;12.10.2022;5.00 Mio CHF;;;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1310;Parkhäuser und Einstellhallen;;;;;;;;;;;;;;
3201194;Neubau Mehrfamilienhaus mit Reiheneinfamilienhäuser und Tiefgarage;Gmündstrasse;9435;Heerbrugg;SG;Rheintal;Parz. 49;Neubau Mehrfamilienhaus mit Reiheneinfamilienhäuser und Tiefgarage;Baubewilligung erteilt;03.07.2023;Baugesuch eingereicht;08.02.2023;5.90 Mio CHF;Apr 24;Herbst 2025;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;140;Reihenhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3222721;Neubau Mehrfamilienhaus mit Tiefgarage;Rietstrasse 11;8733;Eschenbach SG;SG;See-Gaster;Gst. 1543;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;12.01.2024;Baugesuch eingereicht;25.05.2023;5.00-6.00 Mio CHF;Feb 24;Dez 25;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3222723;Neubau Mehrfamilienhaus mit Tiefgarage;Mythenstrasse 28;8733;Eschenbach SG;SG;See-Gaster;Gst. 1659;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;12.01.2024;Baugesuch eingereicht;25.05.2023;5.00-6.00 Mio CHF;Feb 24;Dez 25;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3234808;Neubau Mehrfamilienhaus mit Tiefgarage;Felbenweg;9470;Buchs SG;SG;Werdenberg;Parz. 2709;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;13.03.2024;Baugesuch eingereicht;17.07.2023;3.00 Mio CHF;Jul 24;ca. Herbst/Winter 2025;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3243834;Neubau von Reiheneinfamilienhäusern mit Tiefgarage;Böschachstrasse 47 - 47h;9443;Widnau;SG;Rheintal;Parz. 237;Neubau von Reiheneinfamilienhäusern mit Tiefgarage;Baubewilligung erteilt;18.07.2024;Baugesuch eingereicht;01.09.2023;5.00 Mio CHF;;;9;Wohnen (ab 3 Wohneinheiten);140;Reihenhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3250691;Neubau von Mehrfamilienhäusern mit Tiefgarage;Friedhofstrasse;9463;Oberriet SG;SG;Rheintal;Parz. 533;Neubau von Mehrfamilienhäusern mit zusammenhängender Tiefgarage;Baubewilligung erteilt;12.07.2024;Baugesuch eingereicht;05.10.2023;7.00 Mio CHF;ca. Frühling 2025;;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3258129;Neubau Mehrfamilienhaus und Tiefgarage;Bienenstrasse 41;9244;Niederuzwil;SG;Wil;Parz. 1001;Neubau Mehrfamilienhaus und Tiefgarage;Baubewilligung erteilt;21.02.2024;Baugesuch eingereicht;10.11.2023;6.30 Mio CHF;Feb 26;Feb 28;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3292307;Ersatzneubau Flachdach bei Mehrfamilienhaus;Kirchstrasse 20;9400;Rorschach;SG;Rorschach;Parz. 348;Ersatzneubau Flachdach bei Mehrfamilienhaus mit Installation Photovoltaikanlage;Baubewilligung erteilt;21.06.2024;Baugesuch eingereicht;22.04.2024;0.24 Mio CHF;;;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3293860;Neubau Mehrfamilienhaus mit Einstellhalle;Goldacherstrasse 107;9404;Rorschacherberg;SG;Rorschach;Parz. 550/ 10;Neubau Mehrfamilienhaus mit Einstellhalle;Baubewilligung erteilt;07.10.2024;Baugesuch eingereicht;26.04.2024;3.00 Mio CHF;;;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;;;;;;;;;;;;;;;;
3294627;Neubau Mehrfamilienhaus mit Tiefgarage;Schomattenstrasse 9;9630;Wattwil;SG;Toggenburg;Gst. 192;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;02.05.2024;3.46 Mio CHF;;;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3302321;Neubau 3 Einfamilien- und 2 Doppeleinfamilienhäuser, Sammeltiefgarage, Parkplätzen;Rothenegg;9652;Neu St. Johann;SG;Toggenburg;Parz. 1573;Neubau 5 Einfamilien- und 2 Doppeleinfamilienhäuser, Sammeltiefgarage, Parkplätzen;Baubewilligung erteilt;07.08.2024;Baugesuch eingereicht;05.06.2024;7.40 Mio CHF;;;9;Wohnen (ab 3 Wohneinheiten);141;Einfamilienhaus-Siedlungen;112;Doppel-Einfamilienhäuser;1311;Parkplätze;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;
3317334;Neubau Mehrfamilienhaus mit Tiefgarage;J. Schmidheinystrasse 9, 9.1, 11;9436;Balgach;SG;Rheintal;Parz. 550, 551;Neubau Mehrfamilienhaus mit Tiefgarage (Unternehmer bestimmt/wünschen keine Offertanfragen);Baubewilligung erteilt;14.11.2024;Baugesuch eingereicht;15.08.2024;8.30 Mio CHF;;;9;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
2873456;Neubau Mehrfamilienhaus mit Tiefgarage;Grofstrasse 7;9470;Buchs SG;SG;Werdenberg;Gst. 313;Neubau Mehrfamilienhaus mit Tiefgarage (neue Eingabe);Baubewilligung erteilt;28.08.2024;Baugesuch eingereicht;07.10.2019;6.00 Mio CHF;;;10;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3113799;Neubau Mehrfamilienhaus mit Tiefgarage;Gräflibühlstrasse 1;9445;Rebstein;SG;Rheintal;Gst. 143, 145, 670;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;02.02.2022;Baugesuch eingereicht;22.10.2021;4.30 Mio CHF;August 2023 (Abbruch);ca. Frühling 2025;10;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3121922;Neubau Mehrfamilienhaus mit Tiefgarage;Rötlistrasse 4;8717;Benken SG;SG;See-Gaster;Parz. 148;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;06.04.2022;Baugesuch eingereicht;13.12.2021;5.50 Mio CHF;Nov 24;Nov 26;10;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3191671;Neubau 2 Mehrfamilienhäuser mit Tiefgaragen;Wildensteinstrasse 1a, 1b;9404;Rorschacherberg;SG;Rorschach;Parz.;Neubau 2 Mehrfamilienhäuser mit Tiefgaragen und Kinderspielplatz;Baubewilligung erteilt;11.01.2024;Baugesuch eingereicht;09.12.2022;5.00 Mio CHF;;;10;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3199105;Neubau Mehrfamilienhaus mit Tiefgarage;Rorschacherstrasse 28;9450;Altstätten SG;SG;Rheintal;Gst. 2733;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;20.12.2023;Baugesuch eingereicht;27.01.2023;3.00-4.00 Mio CHF;Nov 24;Ende Jahr 2025;10;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3214253;Neubau 4 Mehrfamilienhäuser mit Tiefgarage;Bienenstrasse 11, 13 / Buebenloostrasse 12, 12a;9500;Wil SG;SG;Wil;Parz. 2558;Neubau 4 Mehrfamilienhäuser mit Tiefgarage;Baubewilligung erteilt;07.02.2024;Baugesuch eingereicht;12.04.2023;13.00 Mio CHF;;;10;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3221585;Neubau Wohn- und Gewerbehaus;St.Georgen-Strasse 72;9000;St. Gallen;SG;St. Gallen;Parz.;Neubau Wohn- und Gewerbehaus;Baubewilligung erteilt;01.02.2024;Baugesuch eingereicht;18.05.2023;3.50-4.00 Mio CHF;Feb 24;Feb 25;10;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;
3251771;Neubau 5 Doppeleinfamilienhäuser mit Doppelgaragen;Revierstrasse;9631;Ulisbach;SG;Toggenburg;Parz. 1312, 3361-3369;Neubau 5 Doppeleinfamilienhäuser mit Doppelgaragen;Baubewilligung erteilt;27.05.2024;Baugesuch eingereicht;10.10.2023;12.00 Mio CHF;Mai 24;ca. November 2025;10;Wohnen (ab 3 Wohneinheiten);141;Einfamilienhaus-Siedlungen;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;;;
