ObjektNr;Objektname;Baustelle;BaustPLZ;BaustOrt;BaustKanton;BaustBezirk;ReferenzNr;Kurzbeschreibung;Baustadium;BaustadiumDatum;BaustadiumAlt;BaustadiumDatumAlt;Baukosten;Baubeginn;Bauende;AnzWhg;Hauptkategorie;KatCode01;KatText01;KatCode02;KatText02;KatCode03;KatText03;KatCode04;KatText04;KatCode05;KatText05;KatCode06;KatText06;KatCode07;KatText07;KatCode08;KatText08;KatCode09;KatText09;KatCode10;KatText10
3276378;Energetische Dachsanierung Mehrfamilienhaus;Nollisweid 36;9050;Appenzell Meistersrüte;AI;Appenzell I.Rh.;Parz. 1640;Energetische Dachsanierung Mehrfamilienhaus;Baubewilligung erteilt;16.04.2024;Baugesuch eingereicht;14.02.2024;0.15 Mio CHF;;;5;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3278147;Sanierung Fassade bei Mehrfamilienhaus;Oberseestrasse 17;8716;Schmerikon;SG;See-Gaster;Parz. 496;Sanierung Fassade bei Mehrfamilienhaus;Baubewilligung erteilt;18.06.2024;Baugesuch eingereicht;22.02.2024;0.20 Mio CHF;10.06.2024;Mitte Juli 2024;5;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3279362;Neubau eines Mehrfamilienhauses;Immstrasse 1;9050;Appenzell;AI;Appenzell I.Rh.;Parz. 1521;Neubau eines Mehrfamilienhauses mit Einstellhalle;Baubewilligung erteilt;13.08.2024;Baugesuch eingereicht;27.02.2024;3.50 Mio CHF;Anfang 2025;;5;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3296853;Neubau Mehrfamilienhaus mit Tiefgarage;Schenkenalpweg;9470;Buchs SG;SG;Werdenberg;Parz. 506;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;15.08.2024;Baugesuch eingereicht;10.05.2024;1.50-2.0 Mio CHF;;;5;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3312196;Umbau und Sanierung Mehrfamilienhaus;Burg 102;9424;Rheineck;SG;Rheintal;Gst. 517;Umbau und Sanierung Mehrfamilienhaus;Baubewilligung erteilt;25.10.2024;Baugesuch eingereicht;16.07.2024;0.30 Mio CHF;;;5;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;
3324801;Umbau und Sanierung von Schreinerei zu Wohnungen;Alte Landstrasse 2;9445;Rebstein;SG;Rheintal;Parz. 808;Umbau und Sanierung von Schreinerei zu Wohnungen;Baubewilligung erteilt;16.11.2024;Baugesuch eingereicht;20.09.2024;0.30-0.40 Mio CHF;Anfangs November 2024;;5;Wohnen (ab 3 Wohneinheiten);116;Wohnungen;116;Wohnungen;;;;;;;;;;;;;;;;
2979943;Neubau Mehrfamilienhaus mit Tiefgarage;Staatsstrasse;9246;Niederbüren;SG;Wil;Gst. 4;Neubau Mehrfamilienhaus mit Tiefgarage (Korrigiertes Projekt);Baubewilligung erteilt;16.01.2023;Baugesuch eingereicht;13.03.2020;2.00-3.00 Mio CHF;Nov 23;ca. Februar 2025;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3063706;Umbau Mehrfamilienhaus;Neugass 30, Tramstrasse 2;9442;Berneck;SG;Rheintal;Parz. 560;Umbau Mehrfamilienhaus;Baubewilligung erteilt;14.05.2024;Baugesuch eingereicht;05.02.2021;1.00-2.00 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3137761;Neubau Mehrfamilienhaus;Hirzlistrasse 6;8716;Schmerikon;SG;See-Gaster;Parz. 824;Neubau Mehrfamilienhaus (keine Offertanfragen erwünscht, Arbeiten vergeben);Baubewilligung erteilt;19.03.2023;Baugesuch eingereicht;18.03.2022;3.00-4.00 Mio CHF;Jan 24;ca. Februar/März 2025;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3151663;Neubau von 3 Doppel-Einfamilienhäusern mit Tiefgarage;Haldenweg 4-6;9240;Uzwil;SG;Wil;Gst. 24, 2988;Neubau von 3 Doppel-Einfamilienhäuser mit Tiefgarage (neue Eingabe);Baubewilligung erteilt;12.12.2022;Baugesuch eingereicht;19.05.2022;3.80 Mio CHF;März 2023 (Abbruch);Mai 24;6;Wohnen (ab 3 Wohneinheiten);112;Doppel-Einfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3154143;Neubau Mehrfamilienhaus und Tiefgarage;Räblistrasse 18;8717;Benken SG;SG;See-Gaster;Parz. 674;Neubau Mehrfamilienhaus und Tiefgarage (neue Eingabe);Baubewilligung erteilt;05.09.2024;Baugesuch eingereicht;05.10.2023;2.10 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3155965;Neubau Mehrfamilienhaus mit Tiefgarage;Regenschwilerstrasse 29;9402;Mörschwil;SG;Rorschach;Parz. 170;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;03.10.2023;Baugesuch eingereicht;08.06.2022;3.00-4.00 Mio CHF;Mär 24;Spätsommer 2025;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3186584;Umbau und Umnutzung von Büro in Wohnungen;Hauptstrasse 10, Kurfürstenpark;8872;Weesen;SG;See-Gaster;Parz. 60, 147;Umbau und Umnutzung von Büro in Wohnungen;Baubewilligung erteilt;27.11.2023;Baugesuch eingereicht;14.11.2022;1.00 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;1311;Parkplätze;;;;;;;;;;;;;;
3196629;Neubau Mehrfamilienhaus mit Tiefgarage;St. Gallerstrasse 98;9230;Flawil;SG;Wil;Gst. 816;Neubau Mehrfamilienhaus mit Tiefgarage (Projektänderung);Baubewilligung erteilt;05.04.2024;Baugesuch eingereicht;13.01.2023;3.40 Mio CHF;Dez 23;Dez 25;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3203868;Neubau von 3 Doppeleinfamilienhäusern mit Tiefgarage;Sonnenhofstrasse 27;9030;Abtwil SG;SG;St. Gallen;Parz. 167;Neubau von 3 Doppeleinfamilienhäusern mit Tiefgarage;Baubewilligung erteilt;03.08.2023;Baugesuch eingereicht;20.02.2023;3.00-4.00 Mio CHF;Jan 24;;6;Wohnen (ab 3 Wohneinheiten);112;Doppel-Einfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3208565;Neubau Mehrfamilienhaus mit Tiefgarage;Rosenweg 7;9240;Uzwil;SG;Wil;Parz. 67;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;12.06.2023;Baugesuch eingereicht;14.03.2023;3.00-3.50 Mio CHF;Nov 23;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3211957;Umbau Pension in Wohnungen, Anbau Balkone;Heuwiesenweg 9;9476;Weite;SG;Werdenberg;Parz. 1240;Umbau Pension in Wohnungen, Anbau Balkone und Erweiterung Garage (L-Zone);Baubewilligung erteilt;02.04.2024;Baugesuch eingereicht;30.03.2023;2.86 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;1313;Garagen / Fertiggaragen;;;;;;;;;;;;;;
3222938;Neubau Mehrfamilienhaus;Dorfstrasse;9204;Andwil SG;SG;St. Gallen;GS 88 / 89 / 90;Neubau Mehrfamilienhaus;Baubewilligung erteilt;05.12.2023;Baugesuch eingereicht;26.05.2023;2.40 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3225161;Neubau Mehrfamilienhaus mit Tiefgarage;Flurweg;9470;Buchs SG;SG;Werdenberg;Parz. 1100;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;05.12.2023;Baugesuch eingereicht;05.06.2023;2.60 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3228975;Neubau von Einfamilienhäusern;Kirchgass 5a-5f;9468;Sax;SG;Werdenberg;GS 2690;Neubau von Einfamilienhäusern;Baubewilligung erteilt;25.07.2024;Baugesuch eingereicht;16.06.2023;6.00 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);141;Einfamilienhaus-Siedlungen;;;;;;;;;;;;;;;;;;
3229502;Neubau Mehrfamilienhaus mit Tiefgarage;Rietbergstrasse 15;9403;Goldach;SG;Rorschach;GS 97, 98;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;24.11.2023;Baugesuch eingereicht;27.06.2023;3.60 Mio CHF;September 2024 (Abbruch);Frühjahr 2026;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3233296;Neubau Mehrfamilienhaus mit Doppelgaragen und Zufahrtsstrasse;Schuelstrasse;9534;Gähwil;SG;Toggenburg;Parz. 41;Neubau Mehrfamilienhaus mit 4 Doppelgaragen und Zufahrtstrasse;Baubewilligung erteilt;23.04.2024;Baugesuch eingereicht;10.07.2023;2.60 Mio CHF;Jun 24;Dez 25;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1313;Garagen / Fertiggaragen;2110;Strassen;3110;Kanalisationen innerorts;3220;Signal- und Fernmeldeleitungen;3230;Gas- und Wasserverteilleitungen;;;;;;;;
3237825;Neubau eines Mehrfamilienhauses mit Tiefgarage;Obermatten 1;8735;Rüeterswil;SG;See-Gaster;GS 179;Neubau eines Mehrfamilienhauses mit Tiefgarage;Baubewilligung erteilt;23.10.2024;Baugesuch eingereicht;02.08.2023;3.00-4.00 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3247074;Neubau Wohn- und Geschäftshaus mit Tiefgarage;Hubstrasse 52, 56;9500;Wil SG;SG;Wil;Parz. 1292, 1662;Neubau Wohn- und Geschäftshaus mit Tiefgarage;Baubewilligung erteilt;09.01.2024;Baugesuch eingereicht;18.09.2023;4.00 Mio CHF;März 2024 (Abbruch);Frühling 2025;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;380;Betriebs- und Gewerbebauten;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3247282;Neubau von Einfamilienhäusern mit Tiefgarage;Kirlenstrasse 13;9450;Altstätten SG;SG;Rheintal;Parz. 3012, 4657;Neubau von Einfamilienhäusern mit Tiefgarage;Baubewilligung erteilt;06.02.2024;Baugesuch eingereicht;19.09.2023;4.00-5.00 Mio CHF;April 2024 (Abbruch);;6;Wohnen (ab 3 Wohneinheiten);141;Einfamilienhaus-Siedlungen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3247485;Neubau Einfamilienhaus und Mehrfamilienhaus und Tiefgarage;Obergiessenstrasse 19;9444;Diepoldsau;SG;Rheintal;Parz. 344;Neubau Einfamilienhaus und Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;28.08.2024;Baugesuch eingereicht;20.09.2023;3.80 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;111;Einfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3255338;Neubau zweier Zeilenhäuser und Autounterstand;Katzengasse;8880;Walenstadt;SG;Sarganserland;Gst. 301;Neubau zweier Zeilenhäuser und Autounterstand;Baubewilligung erteilt;04.09.2024;Baugesuch eingereicht;27.10.2023;2.70 Mio CHF;Mitte Oktober 2024;Okt 25;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3258118;Umbau Mehrfamilienhaus;Thannstrasse 13;9403;Goldach;SG;Rorschach;Parz. 67;Umbau Mehrfamilienhaus;Baubewilligung erteilt;22.12.2023;Baugesuch eingereicht;10.11.2023;0.70 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3259861;Neubau eines Mehrfamilienhauses mit Tiefgarage;Hirtenstrasse 9;9008;St. Gallen;SG;St. Gallen;Gst. 0596;Neubau eines Mehrfamilienhauses mit Tiefgarage;Baubewilligung erteilt;15.08.2024;Baugesuch eingereicht;18.11.2023;3.80 Mio CHF;Sep 24;Frühling 2026;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3264561;Neubau Mehrfamilienhaus und Tiefgarage;Kreuzgasse;9470;Buchs SG;SG;Werdenberg;Parz. 337;Neubau Mehrfamilienhaus mit Tiefgarage und Kinderspielplatz;Baubewilligung erteilt;18.04.2024;Baugesuch eingereicht;11.12.2023;3.50 Mio CHF;Aug 24;Sep 25;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3270788;Neubau Mehrfamilienhaus mit Tiefgarage;Castellschenkenweg 8;9245;Oberbüren;SG;Wil;Gst. 176;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;19.01.2024;2.96 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3280355;Neubau Mehrfamilienhaus und Parkplätze;Bünten;8887;Mels;SG;Sarganserland;Parz. 4888, 784;Neubau Mehrfamilienhaus und Parkplätze;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;08.03.2024;3.20 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1311;Parkplätze;;;;;;;;;;;;;;;;
3280790;Neubau Mehrfamilienhaus mit Tiefgarage;Dorfstrasse 22 /  22.1 /  22.2;9313;Muolen;SG;St. Gallen;Parz. 41;Neubau Mehrfamilienhaus mit Tiefgarage und Kinderspielplatz;Baubewilligung erteilt;12.09.2024;Baugesuch eingereicht;04.03.2024;2.50-3.00 Mio CHF;Sep 24;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3282791;Einbau Wohnungen in Ladenlokal;Hauptstrasse 36;9656;Alt St. Johann;SG;Toggenburg;Parz. 878;Einbau Wohnungen in Ladenlokal;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;12.03.2024;0.60 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3285127;Neubau von Doppel-Einfamilienhäusern mit Tiefgarage;Bettenweiherstrasse;9200;Gossau SG;SG;St. Gallen;GS 4861;Neubau von Doppel-Einfamilienhäusern mit gemeinsamer Tiefgarage;Baubewilligung erteilt;17.07.2024;Baugesuch eingereicht;22.03.2024;5.50 Mio CHF;ca. Ende Jahr 2024;;6;Wohnen (ab 3 Wohneinheiten);112;Doppel-Einfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3286463;Umbau und Sanierung Mehrfamilienhaus;Wiesenweg 2,4;9203;Niederwil SG;SG;Wil;Parz. 906;Umbau und Sanierung Mehrfamilienhaus;Baubewilligung erteilt;27.06.2024;Baugesuch eingereicht;27.03.2024;0.75 Mio CHF;17.06.2024;Oktober / November 2024;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;;;;;;;;;;;;;;
3294402;Neubau Mehrfamilienhaus mit Tiefgarage;Eichbergstrasse 3;9463;Oberriet SG;SG;Rheintal;Parz. 5020;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;30.04.2024;2.85 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3297146;Renovation Fassade bei Mehrfamilienhaus;Bahnhofstrasse 24;9424;Rheineck;SG;Rheintal;Parz. 244;Renovation Fassade bei Mehrfamilienhaus;Baubewilligung erteilt;22.08.2024;Baugesuch eingereicht;13.05.2024;0.02 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3301864;Neubau Mehrfamilienhaus mit Tiefgarage;Ringgasse;9452;Hinterforst;SG;Rheintal;Parz. 1123,1124,1125;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;19.11.2024;Baugesuch eingereicht;03.06.2024;2.60 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3303937;Sanierung Dach und Fassade bei Wohn-/Gewerbegebäude und Anbau Balkone;Rickenstrasse 63, 65;9630;Wattwil;SG;Toggenburg;Parz. 269;Sanierung Dach und Fassade bei Wohn-/Gewerbegebäude und Anbau Balkone;Baubewilligung erteilt;17.07.2024;Baugesuch eingereicht;12.06.2024;0.70 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;;;;;;;;;;;;;;
3315578;Fassadensanierung mit Ersatz Fensterläden bei Wohn- und Geschäftshaus;Ankerstrasse 10 / Marktplatz 6;9400;Rorschach;SG;Rorschach;Gst. 202;Fassadensanierung mit Ersatz Fensterläden bei Wohn- und Geschäftshaus;Baubewilligung erteilt;11.10.2024;Baugesuch eingereicht;06.08.2024;0.10 Mio CHF;;;6;Wohnen (ab 3 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3315681;Fassadensanierung und Ersatz Balkone bei Mehrfamilienhaus;Wilerstrasse 44;9630;Wattwil;SG;Toggenburg;Gst. 2082;Fassadensanierung und Ersatz Balkone bei Mehrfamilienhaus (Unternehmer bestimmt);Baubewilligung erteilt;11.09.2024;Baugesuch eingereicht;07.08.2024;0.50 Mio CHF;11.09.2024;;6;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;
3066959;Zentrumsentwicklung Diepoldsau - Neubau Alterswohnungen, Schulhaus, Geschäftshaus, Tiefgarage (2410 ZED);Hohenemserstrasse;9444;Diepoldsau;SG;Rheintal;Parz. 213, 222, 2703;Neubau Alterswohnungen, Schulhaus, Geschäftshaus, Tiefgarage;Baubewilligung erteilt;30.05.2024;Baugesuch eingereicht;11.09.2023;50.00 Mio CHF;Mai 2024 (Abbruch);Dez 26;7;Handel und Verwaltung;150;Alterswohnungen, Alterssiedlungen;220;Primar- und Sekundarschulen;380;Betriebs- und Gewerbebauten;640;Bürobauten mit erhöhten Anforderungen;1110;Restaurationsbetriebe;1120;Hotel- und Motelbauten;1312;Tiefgaragen und Unterniveaugaragen;1660;Kino-, Diskothek- und Saalbauten;;;;
3117291;Neubau von Mehrfamilienhäusern mit Tiefgarage;Alte Eschenbacherstrasse 12;8716;Schmerikon;SG;See-Gaster;Parz. 335;Neubau von Mehrfamilienhäusern mit Tiefgarage;Baubewilligung erteilt;28.10.2022;Baugesuch eingereicht;15.11.2021;3.40 Mio CHF;September 2024 (Abbruch);ca. Frühling 2026;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3146020;Neubau von 4 Mehrfamilienhäuser;Schläppliweg, Sinda 1, 3, 5, 7;9470;Buchs SG;SG;Werdenberg;Gst. 1104;Neubau von 4 Mehrfamilienhäuser;Baubewilligung erteilt;30.07.2022;Baugesuch eingereicht;22.04.2022;14.00 Mio CHF;;;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3186576;Neubau 3 Mehrfamilienhäuser mit Tiefgarage;Burgstrasse;9404;Rorschacherberg;SG;Rorschach;Parz.;Neubau 3 Mehrfamilienhäuser mit Tiefgarage (Hanglage);Baubewilligung erteilt;14.03.2023;Baugesuch eingereicht;14.11.2022;5.50-6.00 Mio CHF;Apr 24;Okt 25;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3191640;Neubau Wohn- und Geschäftshaus mit Autounterstand;Hauptstrasse 58;9434;Au SG;SG;Rheintal;Parz. 1424, 1425;Neubau Wohn- und Geschäftshaus mit Autounterstand;Baubewilligung erteilt;02.08.2023;Baugesuch eingereicht;09.12.2022;3.00-3.5 Mio CHF;Mai 24;Herbst 2025;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;
3194746;Neubau Mehrfamilienhaus mit Garage;Sidwaldstrasse 34;9652;Neu St. Johann;SG;Toggenburg;Gst. 1586;Neubau Mehrfamilienhaus mit Einstellhalle (Hanglage);Baubewilligung erteilt;08.05.2024;Baugesuch eingereicht;05.01.2023;2.93 Mio CHF;Okt 25;ca. Frühling 2027;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;;;;;;;;;;;;;;;;
3202348;Neubau Mehrfamilienhaus mit Tiefgarage;Magdenaurstrasse 31.1;9230;Flawil;SG;Wil;Parz. 927;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;06.07.2023;Baugesuch eingereicht;13.02.2023;3.20 Mio CHF;Okt 23;Mär 25;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3225634;Neubau Mehrfamilienhaus mit Tiefgarage;Grynaustrasse 15;8730;Uznach;SG;See-Gaster;Parz. 728;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;27.11.2023;Baugesuch eingereicht;07.06.2023;4.20 Mio CHF;;;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3228714;Neubau Mehrfamilienhaus mit Tiefgarage;Bahnhofstrasse 52;9450;Altstätten SG;SG;Rheintal;GS 2902;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;22.01.2024;Baugesuch eingereicht;22.06.2023;2.50-3.00 Mio CHF;;;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3241641;Neubau Wohnanlage - Mehrfamilienhaus mit Tiefgarage;Aeuelistrasse 8;9430;St. Margrethen SG;SG;Rheintal;Parz. 1848;Neubau Wohnanlage - Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;06.06.2024;Baugesuch eingereicht;22.08.2023;7.20 Mio CHF;;;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3248879;Neubau Mehrfamilienhaus mit Tiefgarage;St. Gallerstrasse 68;9032;Engelburg;SG;St. Gallen;Gst. 508;Neubau Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;29.04.2024;Baugesuch eingereicht;27.09.2023;5.40 Mio CHF;Sep 24;Aug 25;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3251758;Einbau 2 Dachfenster bei Mehrfamilienhaus;Grof;8890;Flums;SG;Sarganserland;Parz. 349;Einbau 2 Dachfenster bei Mehrfamilienhaus;Baubewilligung erteilt;15.11.2023;Baugesuch eingereicht;10.10.2023;0.07 Mio CHF;;;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;
3253247;Neubau Mehrfamilienhaus;Untere Blumenrainstrasse 4a;9050;Appenzell;AI;Appenzell I.Rh.;Parz. 36, 1262;Neubau Mehrfamilienhaus mit Einstellhalle;Baubewilligung erteilt;30.01.2024;Baugesuch eingereicht;18.10.2023;2.70 Mio CHF;Sep 24;Dez 25;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1310;Parkhäuser und Einstellhallen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3258979;Neubau 2 Doppel-EFH und 1 Mehrfamilienhaus, Tiefgarage;Mittelheiligchrüz;8887;Mels;SG;Sarganserland;Parz. 2275;Neubau 2 Doppel-EFH und 1 Mehrfamilienhaus mit Tiefgarage;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;15.11.2023;6.00 Mio CHF;Okt 24;ca. Herbst 2026;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;112;Doppel-Einfamilienhäuser;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3258099;Neubau Mehrfamilienhaus mit Tiefgarage;Kichstrasse 3a;9113;Degersheim;SG;Wil;Parz. 268, 666;Neubau Mehrfamilienhaus mit Tiefgarage und Kinderspielplatz;Baubewilligung erteilt;29.04.2024;Baugesuch eingereicht;10.11.2023;1.50 Mio CHF;Jun 24;;7;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3264255;Umbau und Erweiterung Hotel mit Ferienwohnungen;Appenzellerstrasse 4, 6, 8;9107;Urnäsch;AR;Hinterland;Parz. 88;Umbau und Erweiterung Hotel mit Ferienwohnungen;Baubewilligung erteilt;26.09.2024;Baugesuch eingereicht;31.05.2024;2.30 Mio CHF;Okt 24;Aug 25;7;Gastgewerbe und Fremdenverkehr;116;Wohnungen;1120;Hotel- und Motelbauten;1120;Hotel- und Motelbauten;;;;;;;;;;;;;;
